stop_id,lat,long,count
12849,41.543633,-72.776559,11
1285,41.758033,-72.701554,171
12850,41.544251,-72.780617,11
12851,41.544940,-72.783756,11
12852,41.546762,-72.783006,12
12853,41.547701,-72.782933,12
12854,41.547800,-72.785143,12
12855,41.547693,-72.786713,11
12856,41.547926,-72.788404,12
12857,41.548971,-72.788536,11
12858,41.549159,-72.787546,22
12859,41.551062,-72.787967,11
1286,41.758189,-72.697278,171
12860,41.551607,-72.789006,11
12861,41.550723,-72.790745,11
12862,41.548249,-72.793223,11
12863,41.545631,-72.793598,12
12864,41.543612,-72.793744,12
12865,41.542682,-72.794083,11
12866,41.542844,-72.796112,11
12867,41.541772,-72.797754,11
12868,41.535162,-72.807961,11
12869,41.533732,-72.808178,11
1287,41.758114,-72.694129,171
12870,41.527844,-72.808796,11
12871,41.530498,-72.808650,11
12872,41.524914,-72.809424,11
12873,41.522778,-72.811574,11
12874,41.517579,-72.814714,11
12875,41.513594,-72.816139,11
12876,41.511449,-72.816586,11
12877,41.512629,-72.821680,11
12878,41.514121,-72.824058,11
12879,41.518231,-72.825554,11
1288,41.758059,-72.692154,171
12880,41.518732,-72.827534,11
12881,41.518634,-72.829285,11
12882,41.516632,-72.830395,11
12883,41.516301,-72.833606,22
12884,41.517740,-72.834125,11
12885,41.519393,-72.834379,11
12886,41.519143,-72.831506,11
12887,41.518714,-72.828645,11
12888,41.518410,-72.826967,11
12889,41.518428,-72.825132,11
1289,41.758039,-72.690785,171
12890,41.520590,-72.825132,11
12891,41.523432,-72.825120,11
12892,41.525808,-72.824105,8
12893,41.528802,-72.822789,11
12894,41.530865,-72.820000,11
12895,41.533554,-72.813974,11
12896,41.533903,-72.813056,11
12897,41.534876,-72.810243,11
12898,41.535439,-72.808673,11
12899,41.539067,-72.810181,15
129,41.807940,-72.624890,9
1290,41.758011,-72.689465,171
12900,41.539550,-72.812403,15
12901,41.539684,-72.815265,15
12902,41.539952,-72.817282,15
12903,41.540623,-72.820796,15
12904,41.540909,-72.823259,15
12905,41.542517,-72.826339,15
12906,41.545903,-72.832944,15
12907,41.547226,-72.835155,15
12908,41.549558,-72.837462,15
12909,41.551246,-72.842631,15
12910,41.548833,-72.842908,31
12912,41.549772,-72.837981,16
12913,41.546940,-72.835106,16
12914,41.545591,-72.832606,16
12915,41.541963,-72.826073,16
12916,41.540766,-72.823525,16
12917,41.540444,-72.820772,16
12918,41.539648,-72.816630,16
12919,41.539559,-72.814685,16
1292,41.757899,-72.684826,171
12920,41.539380,-72.812548,16
12921,41.539085,-72.811208,16
12922,41.538692,-72.809360,16
12924,41.537216,-72.800401,18
12925,41.536000,-72.797733,1
12926,41.534972,-72.796175,1
12927,41.534087,-72.794413,1
12928,41.533452,-72.791298,1
12929,41.532611,-72.788413,1
1293,41.757834,-72.682585,171
12930,41.531699,-72.785346,1
12931,41.536366,-72.796960,17
12932,41.536187,-72.795764,17
12933,41.535838,-72.793760,17
12934,41.535364,-72.791092,17
12935,41.534943,-72.789160,4
12936,41.534746,-72.787325,17
12937,41.534433,-72.785453,17
12938,41.533976,-72.783039,17
12939,41.533735,-72.781771,1
1294,41.757626,-72.680647,171
12940,41.533511,-72.780539,1
12941,41.533206,-72.778716,1
12942,41.532884,-72.776760,1
12943,41.532481,-72.774346,1
12944,41.531596,-72.774443,1
12945,41.530614,-72.774854,1
12946,41.528880,-72.775544,1
12947,41.531752,-72.783873,16
12948,41.531135,-72.783499,17
12949,41.530232,-72.781133,17
1295,41.757400,-72.678807,171
12950,41.529373,-72.778803,17
12951,41.528487,-72.775858,17
12952,41.527487,-72.775847,18
12953,41.525065,-72.776042,18
12954,41.523252,-72.776200,18
12955,41.520508,-72.776117,18
12956,41.518212,-72.776131,18
12957,41.515299,-72.776387,18
12958,41.514093,-72.776822,18
12959,41.511709,-72.779093,18
1296,41.816616,-72.709002,63
12960,41.508742,-72.778721,18
12961,41.505087,-72.776612,20
12962,41.505354,-72.775416,18
12963,41.509284,-72.771153,18
12964,41.512285,-72.767481,18
12966,41.516259,-72.765027,18
12967,41.518599,-72.762176,18
12968,41.521296,-72.759976,18
12969,41.525621,-72.760370,31
1297,41.813711,-72.708740,156
12970,41.525551,-72.763111,17
12971,41.525936,-72.765634,17
12972,41.526286,-72.767879,17
12973,41.527772,-72.773758,17
12974,41.528505,-72.775399,17
12975,41.529149,-72.777246,16
12976,41.529579,-72.778827,16
12977,41.530384,-72.780976,16
12978,41.531135,-72.782956,16
12979,41.531716,-72.783632,16
1298,41.811646,-72.708513,156
12980,41.530176,-72.774770,1
12981,41.532043,-72.774020,1
12982,41.533071,-72.776748,1
12983,41.533367,-72.778583,1
12984,41.533609,-72.779996,1
12985,41.533868,-72.781481,1
12986,41.534218,-72.783304,17
12987,41.534728,-72.786045,17
12988,41.534916,-72.787192,17
12989,41.535122,-72.789111,17
1299,41.810136,-72.708370,156
12990,41.535542,-72.791043,16
12991,41.535909,-72.793096,16
12992,41.536312,-72.795414,16
12993,41.536643,-72.797479,16
12994,41.537350,-72.800208,17
12995,41.537516,-72.788832,1
12996,41.539982,-72.787273,1
12997,41.541563,-72.786270,1
12998,41.544717,-72.784312,1
1300,41.808571,-72.708142,156
13001,41.547854,-72.786580,1
13003,41.547998,-72.790010,1
13004,41.548070,-72.791834,1
13005,41.548115,-72.792885,1
13008,41.541994,-72.793781,1
13009,41.540627,-72.793721,1
13010,41.539761,-72.795690,1
13011,41.577366,-73.041523,47
13012,41.577215,-73.041087,60
13016,41.561256,-73.024405,54
13017,41.561273,-73.024671,68
13018,41.574240,-73.066317,46
13019,41.574212,-73.066824,44
1302,41.806256,-72.707468,156
13020,41.620468,-73.087462,3
13021,41.555931,-73.040588,292
13023,41.831881,-72.708212,34
13024,41.831917,-72.708454,34
13026,41.456546,-72.824422,7
13028,41.543560,-73.008934,48
13029,41.435853,-72.814114,8
1303,41.801894,-72.706724,63
13030,41.443189,-72.821589,8
13032,41.485493,-72.809579,7
13034,41.490935,-72.818616,7
13035,41.454348,-72.818042,8
13036,41.471631,-73.028896,2
13037,41.542210,-73.044242,1
13038,41.802722,-72.242493,57
13039,41.827786,-72.267189,57
1304,41.799945,-72.706157,26
13040,41.827767,-72.266874,58
13041,41.802142,-72.240703,70
13043,41.670423,-72.719605,59
13044,41.666600,-72.721244,59
13046,41.692315,-72.770823,155
13047,41.692699,-72.771319,61
13048,41.541401,-73.080697,97
13049,41.510997,-72.764983,4
1305,41.803521,-72.707327,63
13050,41.510656,-72.761917,4
13051,41.535587,-72.790198,1
13052,41.459066,-72.826340,7
13053,41.463452,-72.823493,7
13055,41.839308,-72.490560,65
13056,41.688418,-72.769447,65
13057,41.691318,-72.760320,65
13058,41.543623,-73.008596,37
13059,41.545743,-72.978893,12
1306,41.800166,-72.703939,26
13060,41.448092,-72.805621,8
13061,41.445546,-72.807443,8
13062,41.442518,-72.809470,8
13063,41.439829,-72.811545,8
13064,41.437953,-72.812787,8
13065,41.440884,-72.817417,8
13066,41.438087,-72.814186,8
13069,41.562164,-73.020736,1
1307,41.800440,-72.701066,26
13070,41.538831,-72.975786,1
13071,41.538050,-72.971220,2
13072,41.534324,-72.971104,1
13073,41.533623,-72.974496,1
13074,41.529521,-73.022300,1
13076,41.531783,-73.021546,1
13077,41.536283,-73.109768,2
13079,41.529590,-73.114257,2
1308,41.800678,-72.698011,26
13080,41.529465,-73.114099,2
13081,41.536096,-73.109658,2
13082,41.616081,-73.087071,2
13083,41.618484,-73.087285,2
13084,41.618332,-73.087490,2
13085,41.580409,-73.100532,1
13086,41.581542,-73.096888,1
13087,41.581315,-73.094156,1
13088,41.581724,-73.091004,1
13089,41.583292,-73.089137,1
1309,41.800613,-72.695138,26
13090,41.586026,-73.089232,1
13091,41.490047,-73.054724,13
13092,41.487320,-73.055874,13
13093,41.537571,-72.975591,4
13094,41.534449,-72.826218,3
13095,41.674632,-72.946382,165
13096,41.667461,-72.918618,74
13097,41.668088,-72.916828,75
13098,41.480874,-72.810461,20
1310,41.800665,-72.693890,26
13102,41.456439,-72.823771,14
13103,41.456582,-72.823675,16
13104,41.455465,-72.821057,8
13105,41.455411,-72.821383,7
13106,41.454294,-72.818368,7
13107,41.544776,-72.988021,1
13108,41.546123,-72.982831,1
13109,41.545626,-72.979774,1
1311,41.800805,-72.690350,26
13110,41.543202,-72.974057,1
13111,41.553477,-73.027572,49
13113,41.056109,-73.522492,153
13114,41.772524,-72.672547,26
13115,41.772399,-72.672777,21
13116,41.798479,-72.726486,65
13117,41.798657,-72.726485,65
13119,41.459995,-72.822022,1
1312,41.800562,-72.688860,26
13120,41.461996,-72.820900,1
13121,41.463622,-72.819911,1
13122,41.466481,-72.818306,1
13123,41.469760,-72.816460,8
13124,41.472020,-72.815144,8
13125,41.475067,-72.813407,1
13126,41.476693,-72.812538,8
13127,41.480865,-72.810461,8
13128,41.484885,-72.806478,1
13129,41.482954,-72.801206,1
1313,41.798771,-72.677967,26
13130,41.485348,-72.800542,1
13131,41.487305,-72.799660,1
13132,41.489824,-72.797801,1
13133,41.490557,-72.797776,1
13135,41.485867,-72.800626,1
13136,41.483383,-72.801254,1
13137,41.484965,-72.806056,1
13138,41.487307,-72.809506,1
13139,41.491229,-72.809397,1
1314,41.798139,-72.672927,125
13140,41.496054,-72.809492,1
13141,41.497769,-72.809757,1
13142,41.505480,-72.810021,1
13143,41.925679,-72.627147,3
13144,41.928951,-72.627453,4
13145,41.458574,-72.822854,1
13146,41.493683,-72.796351,1
13147,41.507785,-72.808813,1
13148,41.515468,-72.800132,1
13149,41.534248,-72.794304,1
1315,41.797159,-72.667959,26
13150,41.511100,-72.807050,1
13151,41.514298,-72.805142,1
13152,41.514574,-72.801750,1
13153,41.538466,-72.798299,1
13155,41.535875,-72.797334,1
13156,41.535151,-72.796103,1
13157,41.531603,-72.793931,1
13158,41.530486,-72.794873,1
13159,41.527743,-72.795829,1
1316,41.796772,-72.665706,26
13160,41.525867,-72.796493,1
13161,41.523205,-72.797569,1
13162,41.521418,-72.798198,1
13163,41.518970,-72.798995,1
13164,41.516379,-72.799817,1
13165,41.487772,-72.821199,7
13166,41.481340,-72.826617,7
13167,41.477346,-72.829187,7
13168,41.472458,-72.831407,7
13169,41.467964,-72.833445,7
1317,41.796520,-72.664143,26
13170,41.462800,-72.834145,14
13171,41.459664,-72.829814,7
13172,41.668530,-72.781537,224
13173,41.711244,-72.801858,8
13174,41.668378,-72.779287,124
13175,41.668306,-72.779154,143
13176,41.463104,-72.822673,7
13177,41.649337,-72.786509,19
13178,41.649470,-72.784041,19
13179,41.648576,-72.784090,19
1318,41.796733,-72.662918,185
13180,41.465380,-73.026719,2
13181,41.463743,-73.028210,1
13182,41.466994,-73.028943,1
13186,41.853728,-72.583066,2
13187,41.853520,-72.586682,2
13188,41.853583,-72.586876,2
1319,41.814144,-72.656840,98
13193,41.668298,-72.781090,61
13194,41.665893,-72.779616,93
13195,41.665981,-72.775902,93
13196,41.667725,-72.777836,92
132,41.752991,-72.661422,30
1320,41.816486,-72.656713,98
13202,41.459503,-72.823674,28
13203,41.350178,-72.954700,95
13204,41.348203,-72.955407,95
13205,41.315893,-72.908956,78
13206,41.615338,-73.059880,13
13207,41.615267,-73.059541,13
13208,41.812673,-72.853767,6
1321,41.816995,-72.656688,98
13210,41.874712,-72.966644,2
13211,41.874515,-72.966717,2
13212,41.600239,-73.058162,16
13213,41.599582,-73.075431,2
13214,41.490242,-73.224452,4
13216,41.415822,-72.847316,25
13217,41.415500,-72.847702,33
13218,41.782714,-72.697741,303
13219,41.409899,-72.843023,26
13220,41.410382,-72.842903,24
13221,41.333953,-73.086298,24
13222,41.333306,-73.083731,29
13223,41.336479,-73.082864,29
13224,41.338892,-73.082138,29
13225,41.336550,-73.083008,31
13226,41.333368,-73.083888,31
13227,41.729184,-72.701836,55
13228,41.333846,-73.086153,5
13229,41.673114,-72.945085,152
13230,41.333998,-73.085997,19
13231,41.333792,-73.086382,12
1324,41.825320,-72.581371,25
13242,41.349357,-72.952940,12
13243,41.348324,-72.950373,12
13244,41.347396,-72.948211,12
13245,41.346309,-72.946058,12
13246,41.345445,-72.943046,12
13247,41.345421,-72.939566,12
13248,41.345094,-72.935808,12
13249,41.350338,-72.954604,12
1325,41.825757,-72.576531,25
13250,41.350184,-72.957217,12
13251,41.056577,-73.541230,62
1326,41.826061,-72.571874,25
1327,41.826700,-72.565385,25
1328,41.826722,-72.558716,25
133,41.753098,-72.661204,36
1330,41.826712,-72.553745,25
1331,41.820435,-72.552702,25
1334,41.821069,-72.552506,26
1335,41.826866,-72.554726,26
1337,41.826902,-72.559018,26
1338,41.826879,-72.565457,26
1339,41.826230,-72.571510,26
134,41.743857,-72.654129,31
1340,41.825945,-72.576494,26
1341,41.825587,-72.580727,26
1342,41.825269,-72.582753,26
1346,41.816379,-72.657089,95
1347,41.814377,-72.657191,95
1348,41.812724,-72.657595,97
1349,41.796924,-72.665560,28
135,41.744107,-72.653971,30
1350,41.797347,-72.668007,28
1351,41.800992,-72.690471,28
1352,41.800871,-72.693611,28
1353,41.800792,-72.695138,28
1354,41.800840,-72.698508,28
1355,41.800575,-72.701562,28
1356,41.800292,-72.704533,28
1357,41.800338,-72.706399,63
1358,41.801849,-72.706930,60
136,41.746558,-72.656133,61
1360,41.806176,-72.707698,152
1361,41.808482,-72.708373,152
1362,41.810190,-72.708625,152
1363,41.811495,-72.708744,152
1364,41.812755,-72.708875,152
1365,41.816429,-72.709257,152
1366,41.816852,-72.713099,408
1367,41.816853,-72.714311,437
1368,41.720048,-72.667275,52
1369,41.715523,-72.664925,52
137,41.736284,-72.659016,31
1370,41.714682,-72.664552,52
1371,41.712670,-72.663806,52
1372,41.710739,-72.663181,52
1373,41.708039,-72.662304,52
1374,41.705464,-72.661414,83
1375,41.703470,-72.660608,83
1376,41.700627,-72.659477,83
1377,41.698195,-72.658539,83
1378,41.691176,-72.656123,12
1379,41.695611,-72.657504,142
138,41.736123,-72.658859,30
1381,41.686769,-72.655202,54
1382,41.684508,-72.654736,97
1383,41.679036,-72.652837,19
1384,41.677640,-72.651558,25
1385,41.675904,-72.649578,25
1386,41.672726,-72.645775,25
139,41.778991,-72.636472,51
1390,41.690420,-72.658678,88
1391,41.688303,-72.659143,88
1392,41.686292,-72.659148,88
1393,41.684174,-72.659153,88
1405,41.672457,-72.644978,19
1406,41.672935,-72.641649,19
1407,41.671663,-72.639983,20
1408,41.670295,-72.639091,19
1409,41.667879,-72.637029,19
141,41.787840,-72.599026,26
1410,41.667004,-72.637564,19
1413,41.662860,-72.639220,22
1414,41.662288,-72.639222,22
1415,41.660626,-72.639359,22
1416,41.658508,-72.639546,22
1417,41.656579,-72.640253,22
1418,41.654400,-72.640840,22
1419,41.649944,-72.643283,19
142,41.787815,-72.599668,34
1420,41.646971,-72.644959,19
1421,41.645524,-72.645665,19
1422,41.643774,-72.646576,19
1423,41.639531,-72.648087,19
1424,41.636941,-72.648879,19
1425,41.635761,-72.648919,19
1426,41.632733,-72.649676,19
1427,41.631911,-72.650053,19
1428,41.630706,-72.650600,19
1429,41.629196,-72.651220,19
143,41.799304,-72.618297,12
1430,41.628152,-72.651658,19
1431,41.626883,-72.652206,19
1433,41.622596,-72.653679,19
1434,41.621470,-72.653779,19
1435,41.619925,-72.653928,19
1436,41.619004,-72.654015,19
1437,41.616752,-72.653549,19
1438,41.615849,-72.653273,19
1439,41.613686,-72.652601,19
144,41.799287,-72.618782,10
1440,41.612157,-72.651928,19
1441,41.610198,-72.650857,19
1443,41.602928,-72.646730,19
1444,41.601775,-72.646527,19
1445,41.600023,-72.646205,19
1446,41.598789,-72.645979,19
1447,41.597779,-72.645788,19
1448,41.593017,-72.646079,19
1449,41.591391,-72.646385,19
145,41.819172,-72.607217,11
1450,41.564754,-72.652397,19
1451,41.273099,-72.948065,43
1453,41.558127,-72.648319,19
1454,41.557282,-72.645144,19
1455,41.555950,-72.644206,33
1456,41.554304,-72.643401,20
1457,41.552373,-72.642452,20
1458,41.551451,-72.641186,6
1459,41.551602,-72.640473,6
146,41.819200,-72.607459,9
1460,41.551850,-72.639325,6
1461,41.552001,-72.638563,6
1462,41.552427,-72.636437,6
1463,41.552640,-72.635301,6
1464,41.553934,-72.628884,6
1465,41.555840,-72.624759,6
1468,41.556579,-72.622788,6
1469,41.555314,-72.625449,6
147,41.832474,-72.603343,11
1471,41.554166,-72.628557,6
1472,41.553414,-72.633197,6
1473,41.552818,-72.635300,6
1474,41.552251,-72.638188,6
1475,41.552073,-72.639058,6
1476,41.551585,-72.641367,6
1481,41.557974,-72.647945,20
1482,41.561060,-72.650002,20
1484,41.565075,-72.652300,20
1486,41.591409,-72.646143,20
1487,41.593043,-72.645849,20
1488,41.597690,-72.645559,20
1489,41.598968,-72.645797,20
1490,41.600201,-72.646024,20
1491,41.602168,-72.646369,20
1493,41.610234,-72.650615,20
1494,41.612380,-72.651783,20
1495,41.613757,-72.652383,20
1496,41.616367,-72.653187,20
1497,41.619013,-72.653785,20
1498,41.619915,-72.653698,20
1499,41.621631,-72.653537,20
1500,41.622605,-72.653450,20
1501,41.624141,-72.653083,20
1502,41.624508,-72.653191,19
1503,41.626508,-72.652110,20
1504,41.628196,-72.651392,20
1505,41.629768,-72.650735,20
1506,41.631232,-72.650115,20
1507,41.631724,-72.649884,20
1508,41.635386,-72.648702,20
1509,41.637208,-72.648600,20
1510,41.639531,-72.647833,20
1511,41.559298,-72.648847,20
1512,41.563439,-72.651446,20
1513,41.641969,-72.647028,20
1514,41.643470,-72.646468,20
1515,41.645327,-72.645496,20
1516,41.646934,-72.644705,20
1517,41.649819,-72.643101,20
1518,41.650782,-72.642047,20
1519,41.654551,-72.640561,23
152,41.743030,-72.632586,59
1521,41.657222,-72.639792,23
1522,41.662091,-72.638993,23
1525,41.666870,-72.637383,20
1526,41.669113,-72.637776,20
1527,41.670420,-72.638910,20
1528,41.671404,-72.640056,19
1529,41.672889,-72.641057,20
153,41.742869,-72.632441,70
1530,41.672636,-72.645013,20
1536,41.659947,-72.639180,23
154,41.756422,-72.577955,3
1540,41.683736,-72.658924,88
1541,41.686292,-72.658846,88
1542,41.687123,-72.658892,88
1543,41.688472,-72.658901,88
1544,41.690581,-72.658811,88
1549,41.675877,-72.649191,26
155,41.743851,-72.575263,2
1550,41.677613,-72.651256,26
1551,41.684525,-72.654494,108
1552,41.685267,-72.654649,53
1553,41.686376,-72.654876,53
1555,41.705535,-72.661196,82
1556,41.698266,-72.658321,82
1557,41.699840,-72.658910,82
1558,41.701825,-72.659716,82
1559,41.702853,-72.660113,82
156,41.743664,-72.575263,2
1560,41.703837,-72.660510,82
1561,41.707127,-72.661761,51
1562,41.708575,-72.662218,51
1563,41.709791,-72.662614,51
1564,41.711088,-72.663047,51
1565,41.712777,-72.663576,51
1566,41.713975,-72.664021,51
1567,41.715960,-72.664876,51
1568,41.717078,-72.665454,51
1569,41.719341,-72.666660,51
157,41.764039,-72.662656,17
1570,41.720289,-72.667130,51
1571,41.721058,-72.667418,51
1573,41.762650,-72.674071,104
1574,41.603195,-72.646572,20
1575,41.755601,-72.676424,208
1576,41.754369,-72.677154,191
1577,41.751537,-72.678516,39
1578,41.748867,-72.679830,39
1579,41.747286,-72.680633,39
1580,41.744740,-72.681946,39
1581,41.743588,-72.682542,39
1582,41.742230,-72.682678,39
1583,41.740907,-72.682656,39
1584,41.739942,-72.682646,39
1585,41.738637,-72.682625,39
1586,41.737421,-72.682167,39
1587,41.268712,-72.948731,63
1588,41.734256,-72.681399,39
1589,41.732612,-72.681438,39
159,41.783833,-72.675345,205
1590,41.730941,-72.681309,39
1591,41.729394,-72.681046,39
1592,41.728652,-72.680926,39
1593,41.727222,-72.680663,39
1594,41.715373,-72.586733,2
1595,41.710950,-72.582220,4
1596,41.811754,-72.612441,10
1598,41.794576,-72.564645,80
1599,41.795232,-72.561612,80
160,41.797911,-72.676018,139
1600,41.796593,-72.554311,80
1602,41.796772,-72.554734,79
1603,41.795331,-72.561988,81
1604,41.794879,-72.564038,81
1605,41.793258,-72.571291,81
1606,41.811512,-72.611956,26
1607,41.723583,-72.678794,40
1608,41.724584,-72.679300,40
1609,41.726167,-72.680096,40
161,41.812555,-72.658226,137
1610,41.727231,-72.680408,40
1611,41.728724,-72.680696,40
1612,41.730940,-72.681067,40
1613,41.732594,-72.681196,40
1614,41.734319,-72.681144,40
1615,41.735918,-72.681250,40
1616,41.737519,-72.681949,40
1617,41.738699,-72.682382,40
1618,41.740236,-72.682416,40
1619,41.741255,-72.682426,40
162,41.828836,-72.655555,60
1620,41.742953,-72.682471,40
1621,41.744374,-72.681862,40
1622,41.747473,-72.680293,40
1623,41.748777,-72.679600,40
1624,41.749840,-72.679077,40
1625,41.754288,-72.676827,195
1627,41.774705,-72.672409,26
1628,41.778306,-72.672401,26
1629,41.781684,-72.671460,26
163,41.758142,-72.686788,167
1630,41.783506,-72.670887,26
1631,41.784936,-72.670459,26
1632,41.786061,-72.670130,26
1633,41.787232,-72.669763,26
1634,41.788545,-72.669361,26
1635,41.790198,-72.668860,26
1636,41.791234,-72.668506,51
1637,41.819761,-72.652898,60
1638,41.822791,-72.653145,60
1639,41.824007,-72.653603,60
164,41.757964,-72.687200,171
1640,41.825536,-72.653927,60
1641,41.827951,-72.654988,60
1642,41.817826,-72.656637,13
1643,41.820007,-72.656474,13
1644,41.822063,-72.656324,13
1645,41.826585,-72.655949,13
1646,41.830365,-72.655479,72
1647,41.832982,-72.654029,72
1648,41.836181,-72.653476,72
1649,41.837494,-72.653206,72
1650,41.838726,-72.651966,72
1651,41.839413,-72.651066,72
1652,41.840921,-72.649219,72
1653,41.843574,-72.647745,72
1654,41.845423,-72.647243,72
1655,41.846808,-72.646609,72
1656,41.848620,-72.645233,72
1658,41.851431,-72.642012,99
1659,41.809335,-72.662913,2
166,41.756938,-72.706498,105
1660,41.811232,-72.664594,2
1661,41.813138,-72.666553,2
1662,41.815375,-72.668912,2
1663,41.816298,-72.670547,2
1664,41.818319,-72.671500,2
1665,41.821091,-72.672464,2
1666,41.824175,-72.672917,2
1667,41.826329,-72.673095,2
1668,41.827402,-72.673165,2
1669,41.829377,-72.673318,2
167,41.739746,-72.720261,372
1670,41.831407,-72.673859,2
1671,41.832330,-72.675701,2
1672,41.833983,-72.675879,2
1673,41.836055,-72.673813,2
1674,41.837234,-72.673107,2
1675,41.838931,-72.672145,2
1676,41.841056,-72.670321,2
1677,41.842082,-72.669361,2
1678,41.843252,-72.668230,2
1679,41.845807,-72.667388,3
168,41.755707,-72.730157,107
1680,41.846977,-72.666257,2
1681,41.848399,-72.666993,2
1682,41.852653,-72.667020,2
1683,41.851734,-72.660909,2
1684,41.851642,-72.659308,2
1685,41.851712,-72.657670,2
1686,41.852138,-72.655377,3
1687,41.852220,-72.650416,2
1688,41.852511,-72.646982,2
1689,41.852067,-72.643308,37
169,41.755759,-72.728849,84
1690,41.854585,-72.647292,37
1691,41.856340,-72.649665,37
1692,41.857932,-72.650668,37
1694,41.860831,-72.652674,37
1695,41.862611,-72.653859,37
1696,41.865107,-72.655636,37
1697,41.866995,-72.656930,37
1698,41.868767,-72.658430,37
1699,41.871709,-72.659624,37
170,41.757251,-72.706425,62
1700,41.878689,-72.665977,9
1701,41.882517,-72.667206,9
1702,41.884323,-72.667991,9
1703,41.886515,-72.669988,9
1704,41.890399,-72.673863,9
1705,41.892842,-72.676152,9
1706,41.894873,-72.677288,9
1707,41.897162,-72.678327,9
1708,41.899657,-72.679001,9
1709,41.903089,-72.679079,9
171,41.757045,-72.706571,64
1710,41.904788,-72.679027,9
1715,41.918063,-72.672528,60
1716,41.919233,-72.671687,60
1717,41.922762,-72.669785,60
1718,41.921707,-72.669982,60
1719,41.924964,-72.672949,60
172,41.723614,-72.667933,20
1720,41.925193,-72.677223,60
1721,41.894723,-72.650903,64
1722,41.896468,-72.651966,64
1723,41.901044,-72.651979,64
1724,41.773273,-72.670740,144
1726,41.783453,-72.663786,65
1727,41.783066,-72.662308,95
1728,41.783214,-72.658648,69
1729,41.786409,-72.655551,21
173,41.723186,-72.668261,52
1731,41.785794,-72.663744,43
1732,41.788215,-72.662454,43
1733,41.789493,-72.663117,25
1734,41.924898,-72.676981,60
1735,41.924662,-72.673958,60
1736,41.922700,-72.670150,60
1737,41.921011,-72.670821,60
1738,41.919109,-72.672161,60
1739,41.917921,-72.673001,60
174,41.683426,-72.654508,107
1743,41.907729,-72.679191,9
1744,41.905119,-72.679245,9
1745,41.902804,-72.679335,9
1746,41.898835,-72.679222,9
1747,41.897145,-72.678582,9
1748,41.894775,-72.677507,9
1749,41.892530,-72.676152,9
1750,41.890185,-72.673985,9
1752,41.886453,-72.670255,9
1753,41.884511,-72.668427,9
1754,41.882007,-72.667256,9
1755,41.877948,-72.666270,9
1756,41.876473,-72.666140,9
1757,41.875283,-72.665063,9
1758,41.871414,-72.659709,36
1759,41.868383,-72.658503,36
1760,41.866620,-72.656894,36
1761,41.865090,-72.655867,36
1762,41.862656,-72.654138,36
1763,41.860679,-72.652784,36
1764,41.857915,-72.650923,36
1765,41.856188,-72.649835,36
1766,41.854621,-72.647777,36
1767,41.854030,-72.646651,36
1768,41.901143,-72.652428,64
1769,41.896423,-72.652355,64
177,41.682369,-72.659158,88
1770,41.894751,-72.651339,64
1771,41.851880,-72.643272,67
1773,41.334663,-73.088649,19
1777,41.851985,-72.654759,2
1778,41.851961,-72.657245,3
1779,41.851785,-72.658932,3
178,41.665254,-72.638827,20
1780,41.852038,-72.660908,3
1781,41.852867,-72.666680,3
1782,41.848658,-72.667320,3
1783,41.846816,-72.666403,3
1784,41.846075,-72.666999,2
1785,41.843315,-72.668497,3
1786,41.842404,-72.669336,3
1787,41.840895,-72.670758,3
1788,41.839279,-72.672217,3
1789,41.837082,-72.673447,3
1790,41.836073,-72.674116,3
1791,41.833653,-72.676268,3
1792,41.832151,-72.675786,3
1793,41.828850,-72.673526,3
1794,41.826964,-72.673384,3
1795,41.826231,-72.673325,3
1796,41.824023,-72.673148,3
1797,41.821199,-72.672754,3
1798,41.818346,-72.671766,3
1799,41.816334,-72.670862,3
180,41.596046,-72.645684,19
1800,41.815259,-72.669118,3
1801,41.813568,-72.667013,3
1802,41.811062,-72.664715,3
1803,41.809139,-72.663241,3
1804,41.809528,-72.660149,3
1805,41.848362,-72.646059,69
1806,41.846781,-72.647082,69
1807,41.845379,-72.647631,69
1808,41.840734,-72.649899,69
1809,41.837414,-72.653594,69
181,41.595464,-72.645456,20
1810,41.836288,-72.653851,69
1811,41.833188,-72.654356,69
1812,41.830946,-72.655477,69
1814,41.825778,-72.654217,58
1815,41.823891,-72.653822,58
1816,41.822604,-72.653316,58
1818,41.817923,-72.654964,58
1819,41.791172,-72.668773,48
1820,41.789090,-72.669432,21
1821,41.787178,-72.670042,21
1822,41.786330,-72.670299,21
1823,41.784891,-72.670726,21
1824,41.783515,-72.671141,21
1825,41.781434,-72.671788,21
1826,41.778289,-72.672667,21
1827,41.773936,-72.672677,21
1829,41.788152,-72.662769,47
183,41.556740,-72.646837,19
1830,41.785937,-72.663938,47
1831,41.784311,-72.664535,43
1832,41.773505,-72.670970,143
1834,41.739214,-72.632209,143
1836,41.737978,-72.630432,142
1837,41.736232,-72.628766,112
1838,41.734997,-72.627365,112
1839,41.736491,-72.628414,30
184,41.557086,-72.621712,12
1840,41.738159,-72.626690,30
1841,41.738574,-72.623455,30
1842,41.738909,-72.620051,30
1844,41.735581,-72.617978,30
1846,41.733454,-72.618009,30
1847,41.732753,-72.621050,1
1848,41.733168,-72.617961,1
1849,41.733994,-72.615065,31
1850,41.702006,-72.598011,11
1851,41.735614,-72.610858,31
1852,41.735904,-72.608217,31
1853,41.736044,-72.606642,31
