stop_id,lat,long,count
10514,41.276906,-72.607696,18
10515,41.278672,-72.601254,18
10516,41.288786,-72.674164,18
1052,41.757335,-72.655041,3
10523,41.910427,-72.788686,1
10524,41.910714,-72.789025,2
10525,41.812101,-72.852142,7
1053,41.747262,-72.635832,96
1055,41.749322,-72.638370,96
1056,41.751495,-72.639491,96
10576,41.730033,-72.721911,89
10577,41.806364,-72.729238,96
10578,41.806194,-72.729384,96
1058,41.754188,-72.641373,102
10584,41.279011,-72.600783,19
10585,41.276836,-72.608598,19
10586,41.278371,-72.618351,19
10587,41.278367,-72.627146,19
10588,41.281759,-72.631263,19
10589,41.285084,-72.638148,19
1059,41.754957,-72.641952,102
10590,41.285678,-72.647881,19
10591,41.288729,-72.664418,19
10592,41.288946,-72.673731,19
10593,41.287812,-72.682144,19
10594,41.287503,-72.685466,19
10595,41.287640,-72.688173,19
10596,41.288395,-72.692383,19
10597,41.295614,-72.702153,19
10598,41.304842,-72.711741,19
10599,41.308551,-72.723614,19
106,41.738608,-72.739070,57
1060,41.756505,-72.642748,102
10600,41.334994,-73.088168,24
10601,41.335734,-72.977696,63
10602,41.310839,-72.736562,19
10603,41.310452,-72.746300,19
10604,41.305419,-72.754719,19
10605,41.299287,-72.765448,19
10606,41.298442,-72.772212,19
10607,41.297399,-72.777785,19
10608,41.295328,-72.782095,19
10609,41.292525,-72.787307,19
1061,41.758320,-72.643470,102
10610,41.291437,-72.795262,19
10611,41.289393,-72.800352,19
10612,41.288134,-72.804167,19
10613,41.285044,-72.809342,19
10614,41.280810,-72.812267,19
10615,41.337411,-72.979614,63
10616,41.277653,-72.861907,19
10617,41.279894,-72.866240,19
10618,41.281341,-72.868707,19
10619,41.282394,-72.870560,19
1062,41.763895,-72.648458,17
10622,41.291013,-72.922332,54
10623,41.339046,-72.924757,4
10624,41.786541,-72.455525,9
10625,41.798371,-72.376230,2
10626,41.232643,-73.043184,9
10627,41.740278,-72.376495,9
10628,41.718795,-72.280070,9
10629,41.715349,-72.228791,9
1063,41.763887,-72.649428,17
10631,41.712107,-72.214098,9
10632,41.721071,-72.202905,9
10633,41.229177,-73.048668,24
10634,41.730369,-72.201769,9
10635,41.690233,-72.770898,175
1064,41.763863,-72.651548,17
10641,41.724076,-72.672715,7
10643,41.569901,-72.727951,14
10644,41.333927,-72.972250,23
10645,41.276106,-72.867862,17
10646,41.276294,-72.867826,7
10647,41.277144,-72.863002,7
10648,41.320262,-72.869608,34
1065,41.763726,-72.655497,17
10650,41.298675,-72.926001,14
10653,41.304142,-72.927044,7
10654,41.306242,-72.925494,7
10657,41.255717,-72.955901,26
10658,41.340160,-72.902530,9
10659,41.321949,-72.873522,3
1066,41.762735,-72.656602,27
10667,41.768027,-72.671188,2
10668,41.538240,-72.766118,4
10669,41.528505,-72.775399,2
1067,41.762125,-72.661304,22
10670,41.530375,-72.780988,2
10671,41.533568,-72.791008,2
10672,41.221868,-73.049535,26
10673,41.226966,-73.051282,23
10674,41.344652,-72.930352,80
10675,41.537341,-72.800220,2
10676,41.538227,-72.807199,2
10677,41.540408,-72.823247,4
10678,41.266471,-73.002016,122
10679,41.538128,-72.807585,2
1068,41.763288,-72.662161,22
10680,41.537198,-72.800316,2
10681,41.533452,-72.791298,2
10682,41.530241,-72.781133,2
10683,41.528487,-72.775858,2
10685,41.554084,-72.633376,9
10686,41.398915,-72.474144,9
10688,41.362676,-72.424433,9
10689,41.313941,-72.383400,9
1069,41.764137,-72.662462,22
10690,41.294855,-72.376937,9
10691,41.300340,-72.376782,9
10692,41.693961,-72.756009,69
10693,41.693782,-72.756009,69
10694,41.698036,-72.756331,103
10695,41.698413,-72.760035,155
10699,41.690480,-72.765210,65
107,41.754344,-72.767030,61
1070,41.767256,-72.662176,22
10702,41.763323,-72.684318,452
10704,41.665350,-72.921760,33
10705,41.671482,-72.866079,74
10706,41.573004,-72.896145,140
10707,41.560149,-72.889851,140
10708,41.542392,-72.954600,140
10709,41.671759,-72.865850,75
10710,41.335890,-72.900707,9
10717,41.880077,-72.980440,2
10718,41.880005,-72.980658,2
10719,41.908996,-73.046882,4
1072,41.768288,-72.672908,702
10720,41.921631,-73.059525,4
10721,41.322229,-72.887499,63
10722,41.672015,-72.945506,64
10723,41.674722,-72.946249,177
10724,41.675544,-72.946456,66
10725,41.678707,-72.947030,66
10726,41.680923,-72.947082,66
10729,41.674690,-72.951427,57
1073,41.771419,-72.675094,721
10730,41.674295,-72.953084,57
10731,41.673447,-72.951994,114
10732,41.673583,-72.950155,57
10735,41.671871,-72.945736,104
10736,41.679819,-72.942688,7
10737,41.679965,-72.938405,7
10738,41.677642,-72.937869,7
10739,41.675739,-72.937672,7
1074,41.776229,-72.676355,205
10740,41.675759,-72.935616,14
10741,41.674910,-72.935481,7
10742,41.682026,-72.942450,59
10743,41.683476,-72.940528,59
10744,41.686294,-72.936939,59
10745,41.688506,-72.930419,59
10746,41.690502,-72.927385,59
10747,41.691556,-72.927580,59
10749,41.691397,-72.925123,120
1075,41.778257,-72.676121,205
10751,41.691204,-72.920754,31
10752,41.692234,-72.917790,31
10753,41.693326,-72.914682,31
10755,41.697524,-72.903334,59
10756,41.698394,-72.898966,59
10757,41.699379,-72.894186,59
10758,41.703127,-72.886673,59
10759,41.703986,-72.885899,61
1076,41.780000,-72.675972,205
10760,41.699612,-72.893981,61
10761,41.698626,-72.898651,61
10763,41.696271,-72.907387,61
10764,41.701005,-72.910382,30
10765,41.707028,-72.911600,30
10766,41.711853,-72.913094,30
10767,41.713248,-72.911583,58
10768,41.714334,-72.917686,30
10769,41.713281,-72.927805,30
1077,41.781251,-72.675872,205
10770,41.702628,-72.928177,30
10771,41.694165,-72.928322,30
10773,41.692973,-72.907831,31
10774,41.686550,-72.903698,31
10775,41.683906,-72.900948,62
10776,41.680071,-72.903606,31
10777,41.681517,-72.906572,31
10778,41.683795,-72.908281,31
10779,41.688618,-72.912013,31
10780,41.681309,-72.945135,61
10781,41.679260,-72.947285,61
10785,41.820429,-73.092968,4
10786,41.802287,-73.124850,4
10787,41.451511,-72.793258,15
10788,41.454254,-72.792786,8
10789,41.454210,-72.796236,8
1079,41.784441,-72.675344,97
10790,41.454613,-72.799432,8
10791,41.452121,-72.801109,8
10792,41.448244,-72.804053,8
1080,41.784989,-72.677682,97
10802,41.446370,-72.820069,8
10803,41.448308,-72.818706,8
10804,41.451426,-72.816354,8
10805,41.449380,-72.812604,8
10806,41.451006,-72.811023,8
10807,41.452936,-72.814943,8
1081,41.785697,-72.679304,97
10813,41.484117,-72.807613,1
1082,41.788797,-72.678425,97
10826,41.453070,-72.815606,7
10827,41.450881,-72.811192,7
10828,41.448289,-72.805838,7
10829,41.448163,-72.803824,7
1083,41.787707,-72.678718,97
10830,41.451772,-72.801061,7
10831,41.454533,-72.799227,7
10832,41.453978,-72.796127,7
10833,41.454075,-72.792714,7
1084,41.790298,-72.677973,97
1085,41.792308,-72.677387,121
1086,41.793166,-72.677143,97
109,41.727601,-72.826710,20
1090,41.795956,-72.670980,97
1091,41.796858,-72.670420,97
1093,41.798006,-72.673230,26
1094,41.798544,-72.675398,60
1095,41.785342,-72.674336,108
1096,41.786521,-72.673752,108
1097,41.788138,-72.672646,108
1098,41.788914,-72.671868,108
1099,41.790334,-72.670496,108
110,41.727235,-72.826565,20
1100,41.791200,-72.669633,108
1101,41.792235,-72.668213,159
1102,41.792948,-72.666733,159
1103,41.793652,-72.665313,159
1104,41.794241,-72.664330,159
1105,41.795393,-72.663334,159
11066,41.336312,-72.897047,68
11067,41.335935,-72.900418,3
1107,41.797894,-72.662588,185
1108,41.799484,-72.661773,185
1109,41.800984,-72.660836,185
11090,41.763883,-72.674044,334
11094,41.557337,-73.044179,215
11095,41.557834,-73.046476,216
11096,41.560174,-73.046942,62
11097,41.562112,-73.047480,62
11098,41.563639,-73.048064,62
11099,41.565443,-73.048372,62
111,41.757920,-72.887494,13
1110,41.801672,-72.660410,185
11100,41.566560,-73.048726,62
11101,41.569116,-73.048541,62
11102,41.570029,-73.047227,62
11103,41.570836,-73.045465,62
11104,41.571625,-73.044308,62
11105,41.572928,-73.044856,62
11106,41.574223,-73.045657,124
11107,41.573098,-73.045182,62
11108,41.571526,-73.044501,62
11109,41.570979,-73.045562,62
1111,41.802726,-72.659741,168
11110,41.570307,-73.047046,62
11111,41.569294,-73.048747,62
11112,41.566801,-73.048932,62
11113,41.565407,-73.048589,62
11114,41.563371,-73.048196,62
11115,41.562165,-73.047722,62
11116,41.559763,-73.046989,62
11117,41.558057,-73.046767,62
11118,41.557228,-73.045230,195
11119,41.556063,-73.041784,232
1112,41.806210,-72.658314,168
11120,41.557436,-73.043842,47
11121,41.559555,-73.043220,47
11122,41.559879,-73.041409,47
11123,41.559937,-73.039114,47
11124,41.559995,-73.036288,47
11125,41.561429,-73.033671,195
11127,41.563110,-73.033023,47
11128,41.564209,-73.033196,47
11129,41.566237,-73.033419,47
1113,41.807470,-72.658638,168
11130,41.568381,-73.033280,47
11131,41.569864,-73.033623,47
11132,41.571329,-73.033929,47
11133,41.573839,-73.034347,47
11134,41.576576,-73.032737,47
11135,41.576824,-73.034272,47
11136,41.577149,-73.037426,47
11137,41.577600,-73.040460,47
11138,41.578112,-73.044545,47
11139,41.578455,-73.041925,47
1114,41.808873,-72.658696,168
11140,41.580547,-73.041810,93
11141,41.578260,-73.041030,97
11143,41.577148,-73.038018,60
11144,41.576627,-73.034440,60
11145,41.576469,-73.032905,60
11146,41.574411,-73.034373,60
11147,41.571168,-73.034134,60
11148,41.569632,-73.033779,60
11149,41.568006,-73.033461,60
1115,41.810366,-72.658365,166
11150,41.566013,-73.033636,60
11151,41.564458,-73.033438,60
11152,41.562716,-73.033167,60
11153,41.561366,-73.033997,221
11154,41.560155,-73.036832,60
11155,41.560098,-73.038933,97
11156,41.560050,-73.041168,97
11157,41.559840,-73.043499,97
11158,41.559302,-73.044572,97
11159,41.557657,-73.045050,97
1116,41.812027,-72.657524,166
11160,41.556709,-73.040361,197
11161,41.558606,-73.038567,49
11162,41.560224,-73.038511,49
11163,41.563154,-73.038834,49
11164,41.564305,-73.039792,49
11165,41.565448,-73.040387,49
11166,41.567530,-73.040285,49
11167,41.568932,-73.040543,49
11168,41.571718,-73.041675,49
11169,41.573676,-73.041463,49
1117,41.811849,-72.657997,166
11170,41.575150,-73.041649,49
11171,41.577009,-73.041316,49
11172,41.578556,-73.040850,49
11173,41.580351,-73.041387,49
11174,41.581753,-73.041657,49
11175,41.583522,-73.042121,49
11176,41.585521,-73.043408,49
11177,41.585963,-73.046092,49
11178,41.585985,-73.049174,4
11179,41.587341,-73.050084,20
1118,41.811384,-72.658229,166
11180,41.588769,-73.051176,20
11181,41.589992,-73.052099,20
11183,41.591651,-73.054001,4
11184,41.593899,-73.056135,7
11185,41.592938,-73.058549,4
11186,41.590357,-73.057925,4
11187,41.587288,-73.054978,4
11188,41.585129,-73.053207,4
11189,41.585591,-73.049837,45
1119,41.809151,-72.658998,169
11190,41.584934,-73.052433,45
11191,41.584563,-73.054788,48
11192,41.585910,-73.056279,48
11193,41.586407,-73.057960,48
11194,41.587260,-73.061020,48
11195,41.587623,-73.062387,48
11196,41.588183,-73.063984,49
11197,41.583795,-73.054459,1
11198,41.582314,-73.053319,1
11199,41.580446,-73.053784,1
1120,41.807399,-72.658905,169
11200,41.578613,-73.054503,1
11201,41.576560,-73.058181,3
11202,41.577700,-73.060215,1
11203,41.580067,-73.065286,1
11204,41.583921,-73.064151,1
11205,41.586771,-73.064462,1
11206,41.592356,-73.069098,37
11207,41.594299,-73.076500,37
11209,41.596928,-73.084534,38
1121,41.805986,-72.658569,145
11210,41.599891,-73.086407,36
11211,41.598642,-73.089629,36
11212,41.596088,-73.088834,36
11213,41.592821,-73.087287,36
11215,41.592321,-73.082415,73
11218,41.594138,-73.076548,36
11219,41.592381,-73.069835,36
1122,41.800904,-72.661200,183
11220,41.588228,-73.064238,36
11221,41.587542,-73.062761,51
11222,41.587107,-73.061140,51
11223,41.586220,-73.057959,51
11224,41.585393,-73.055757,51
11225,41.584602,-73.052976,51
11226,41.585493,-73.049474,51
11227,41.585802,-73.046128,51
11228,41.585263,-73.042936,51
11229,41.583691,-73.042412,51
1123,41.799341,-72.662112,183
11230,41.581735,-73.041874,51
11231,41.580806,-73.041702,51
11232,41.577080,-73.041534,37
11233,41.575346,-73.041903,37
11234,41.573211,-73.041788,37
11235,41.571673,-73.041904,37
11236,41.569334,-73.040798,37
11237,41.567512,-73.040502,37
11238,41.565725,-73.040605,37
11239,41.564608,-73.040264,37
1124,41.798207,-72.662733,183
11240,41.563323,-73.039257,37
11241,41.560223,-73.038728,37
11242,41.558186,-73.038916,161
11243,41.556762,-73.040578,161
11244,41.555690,-73.040672,196
11245,41.558321,-73.038372,148
11246,41.559897,-73.036034,148
11247,41.562601,-73.032720,148
11248,41.563890,-73.031238,94
11249,41.565689,-73.029346,94
1125,41.796608,-72.663198,183
11250,41.566398,-73.027549,94
11251,41.568348,-73.025947,94
11252,41.570001,-73.025855,94
11253,41.573066,-73.026202,94
11254,41.574620,-73.026388,94
11255,41.576399,-73.026188,94
11256,41.579907,-73.028638,94
11257,41.582722,-73.028513,94
11258,41.585222,-73.029354,94
11259,41.587350,-73.028599,94
1126,41.795455,-72.663576,155
11260,41.588915,-73.027975,94
11261,41.591819,-73.027778,54
11262,41.593354,-73.028991,54
11263,41.595622,-73.030351,108
11264,41.592893,-73.026814,52
11265,41.595477,-73.025951,52
11266,41.596071,-73.022823,52
11267,41.596205,-73.017203,94
11268,41.598698,-73.017138,54
11269,41.601118,-73.018159,54
1127,41.794170,-72.664767,155
11270,41.601114,-73.020915,54
11271,41.598990,-73.024934,54
11272,41.595377,-73.026543,54
11273,41.592499,-73.027236,54
11274,41.593345,-73.029220,54
11275,41.591658,-73.027935,54
11276,41.589460,-73.028013,96
11277,41.587296,-73.028853,96
11278,41.585222,-73.029572,96
11279,41.585004,-73.032012,23
11280,41.585072,-73.034090,23
11281,41.584843,-73.032036,23
11282,41.582543,-73.028694,96
11283,41.579674,-73.028819,96
11284,41.575782,-73.026439,96
11285,41.574691,-73.026618,96
11286,41.573030,-73.026420,96
11287,41.570421,-73.026122,96
11288,41.568258,-73.026237,96
11289,41.566558,-73.027658,96
1129,41.792940,-72.667230,155
11290,41.566002,-73.029323,96
11291,41.564302,-73.030877,96
11292,41.562708,-73.032901,161
11293,41.559933,-73.036312,161
11294,41.556110,-73.040890,319
11295,41.558356,-73.049534,151
11296,41.560610,-73.053104,25
11297,41.562637,-73.053860,25
11298,41.581330,-73.048664,25
11299,41.585297,-73.048773,25
113,41.724921,-72.761450,683
1130,41.791272,-72.669863,107
11300,41.596729,-73.057329,3
11301,41.600508,-73.057994,16
11302,41.600364,-73.058187,16
11303,41.596255,-73.057436,16
11304,41.593871,-73.056365,16
11306,41.589884,-73.052268,16
11307,41.588287,-73.051042,16
11308,41.587154,-73.050192,16
11309,41.585243,-73.048990,26
1131,41.790656,-72.670471,107
11310,41.581589,-73.048846,26
11311,41.562422,-73.054016,26
11312,41.560092,-73.053139,26
11313,41.558133,-73.049219,144
11314,41.557771,-73.046814,134
11315,41.563810,-73.030911,54
11316,41.562964,-73.029230,54
